"Index","LT","Age","Country","Locality","Site","Date","GPS Latitude N","GPS Longitude E","End-Start (Intercept)","NumberOfIntercepts","TransectLength","NumberOfCoralIntercepts","TransectCoralLength","Depth [m]","ReefZone","Category","Kingdom","Phylum","Class","Order","Family","Genus","Species","ScientificName","Rank","AphiaID"
1180,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,2,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1181,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,2,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1182,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1183,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1184,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1185,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1186,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1187,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1188,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,4,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1189,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,4,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1190,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1191,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,3,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1192,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,6,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1193,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,6,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1194,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1195,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,5,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1196,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,35,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1197,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,12,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1198,"F5F6","Modern","Egypt","El Quseir","Mangrove Bay","25/10/2023",25.8697167,34.419,12,347,4245,71,648,9.5,"Deeper reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","rus","Porites sp.","Genus",207231
1199,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,10,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Euphylliidae","Galaxea","fascicularis","Galaxea fascicularis","Species",207366
1200,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,28,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Hydnophora","sp.","Hydnophora sp.","Genus",204976
1201,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,12,83,2254,50,1498,NA,"Shallow reef slope","CF","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Hydnophora","exesa","Hydnophora exesa","Species",207403
1202,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,15,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1203,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,21,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1204,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,42,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Euphylliidae","Galaxea","fascicularis","Galaxea fascicularis","Species",207366
1205,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,15,83,2254,50,1498,NA,"Shallow reef slope","CF","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Platygyra","sinensis","Platygyra sinensis","Species",207486
1206,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,3,83,2254,50,1498,NA,"Shallow reef slope","CMR","Animalia","Cnidaria","Hexacorallia","Scleractinia","Fungiidae","Fungia","sp.","Fungia sp.","Genus",206375
1207,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,52,83,2254,50,1498,NA,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Echinopora","mammiformis","Echinopora mammiformis","Species",288344
1208,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,25,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Euphylliidae","Galaxea","fascicularis","Galaxea fascicularis","Species",207366
1209,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,5,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","gen.","sp.","Merulinidae","Family",1579843
1210,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,13,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1211,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,18,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1212,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,18,83,2254,50,1498,NA,"Shallow reef slope","CF","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1213,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,7,83,2254,50,1498,NA,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Echinopora","sp.","Echinopora sp.","Genus",205519
1214,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,15,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Dipsastraea","pallida","Dipsastraea pallida","Species",758233
1215,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,37,83,2254,50,1498,NA,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Echinopora","gemmacea","Echinopora gemmacea","Species",207418
1216,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,20,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Platygyra","sp.","Platygyra sp.","Genus",206621
1217,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,33,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Favites","flexuosa","Favites flexuosa","Species",207444
1218,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,25,83,2254,50,1498,NA,"Shallow reef slope","CD","Animalia","Cnidaria","Hexacorallia","Scleractinia","Lobophylliidae","Lobophyllia","hemprichii","Lobophyllia hemprichii","Species",207392
1219,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,14,83,2254,50,1498,NA,"Shallow reef slope","CD","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","sp.","Pocillopora sp.","Genus",206938
1220,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,14,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1221,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,51,83,2254,50,1498,NA,"Shallow reef slope","CD","Animalia","Cnidaria","Hexacorallia","Scleractinia","Lobophylliidae","Lobophyllia","corymbosa","Lobophyllia corymbosa","Species",207391
1222,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,15,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Euphylliidae","Galaxea","fascicularis","Galaxea fascicularis","Species",207366
1223,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,28,83,2254,50,1498,NA,"Shallow reef slope","CD","Animalia","Cnidaria","Hexacorallia","Scleractinia","Lobophylliidae","Lobophyllia","hemprichii","Lobophyllia hemprichii","Species",207392
1224,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,28,83,2254,50,1498,NA,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Echinopora","gemmacea","Echinopora gemmacea","Species",207418
1225,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,18,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Euphylliidae","Galaxea","fascicularis","Galaxea fascicularis","Species",207366
1226,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,20,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Euphylliidae","Galaxea","fascicularis","Galaxea fascicularis","Species",207366
1227,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,18,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Euphylliidae","Galaxea","fascicularis","Galaxea fascicularis","Species",207366
1228,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,9,83,2254,50,1498,NA,"Shallow reef slope","CF","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1229,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,9,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1230,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,34,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Euphylliidae","Galaxea","fascicularis","Galaxea fascicularis","Species",207366
1231,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,10,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Euphylliidae","Galaxea","fascicularis","Galaxea fascicularis","Species",207366
1232,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,41,83,2254,50,1498,NA,"Shallow reef slope","CD","Animalia","Cnidaria","Hexacorallia","Scleractinia","Lobophylliidae","Lobophyllia","hemprichii","Lobophyllia hemprichii","Species",207392
1233,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,21,83,2254,50,1498,NA,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","sp.","Pocillopora sp.","Genus",206938
1234,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,9,83,2254,50,1498,NA,"Shallow reef slope","CF","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1235,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,9,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1236,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,20,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","stelligera","Goniastrea stelligera","Species",763067
1237,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,35,83,2254,50,1498,NA,"Shallow reef slope","CF","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Montipora","sp.","Montipora sp.","Genus",203834
1238,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,13,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","stelligera","Goniastrea stelligera","Species",763067
1239,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,26,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","stelligera","Goniastrea stelligera","Species",763067
1240,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,11,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1241,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,21,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","stelligera","Goniastrea stelligera","Species",763067
1242,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,18,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1243,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,18,83,2254,50,1498,NA,"Shallow reef slope","CF","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1244,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,244,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","stelligera","Goniastrea stelligera","Species",763067
1245,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,15,83,2254,50,1498,NA,"Shallow reef slope","CME","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Milleporidae","Millepora","sp.","Millepora sp.","Genus",205902
1246,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,255,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","stelligera","Goniastrea stelligera","Species",763067
1247,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,15,83,2254,50,1498,NA,"Shallow reef slope","AC","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
1248,"SB_1","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.86702778,34.41991667,45,83,2254,50,1498,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1249,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,4,73,2224,53,1734,NA,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","sp.","Pocillopora sp.","Genus",206938
1250,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,30,73,2224,53,1734,NA,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Pocillopora","sp.","Pocillopora sp.","Genus",206938
1251,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,21,73,2224,53,1734,NA,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","gen.","sp.","Pocilloporidae","Family",135079
1252,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,13,73,2224,53,1734,NA,"Shallow reef slope","CF","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1253,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,3,73,2224,53,1734,NA,"Shallow reef slope","CME","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Milleporidae","Millepora","sp.","Millepora sp.","Genus",205902
1254,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,16,73,2224,53,1734,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","stelligera","Goniastrea stelligera","Species",763067
1255,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,9,73,2224,53,1734,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1256,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,12,73,2224,53,1734,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Euphylliidae","Galaxea","fascicularis","Galaxea fascicularis","Species",207366
1257,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,19,73,2224,53,1734,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Euphylliidae","Galaxea","fascicularis","Galaxea fascicularis","Species",207366
1258,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,19,73,2224,53,1734,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1259,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,15,73,2224,53,1734,NA,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","gen.","sp.","Pocilloporidae","Family",135079
1260,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,22,73,2224,53,1734,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Platygyra","crosslandi","Platygyra crosslandi","Species",207488
1261,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,20,73,2224,53,1734,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Euphylliidae","Galaxea","fascicularis","Galaxea fascicularis","Species",207366
1262,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,83,73,2224,53,1734,NA,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Echinopora","gemmacea","Echinopora gemmacea","Species",207418
1263,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,7,73,2224,53,1734,NA,"Shallow reef slope","ACB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
1264,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,27,73,2224,53,1734,NA,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Echinopora","sp.","Echinopora sp.","Genus",205519
1265,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,28,73,2224,53,1734,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1266,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,20,73,2224,53,1734,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1267,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,57,73,2224,53,1734,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","stelligera","Goniastrea stelligera","Species",763067
1268,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,36,73,2224,53,1734,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Goniastrea","retiformis","Goniastrea retiformis","Species",207461
1269,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,8,73,2224,53,1734,NA,"Shallow reef slope","ACD","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
1270,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,49,73,2224,53,1734,NA,"Shallow reef slope","CE","Animalia","Cnidaria","Hexacorallia","Scleractinia","Merulinidae","Echinopora","sp.","Echinopora sp.","Genus",205519
1271,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,38,73,2224,53,1734,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Euphylliidae","Galaxea","fascicularis","Galaxea fascicularis","Species",207366
1272,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,29,73,2224,53,1734,NA,"Shallow reef slope","CF","Animalia","Cnidaria","Hexacorallia","Scleractinia","Dendrophylliidae","Turbinaria","mesenterina","Turbinaria mesenterina","Species",207511
1273,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,64,73,2224,53,1734,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Euphylliidae","Galaxea","fascicularis","Galaxea fascicularis","Species",207366
1274,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,32,73,2224,53,1734,NA,"Shallow reef slope","CB","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","gen.","sp.","Pocilloporidae","Family",135079
1275,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,10,73,2224,53,1734,NA,"Shallow reef slope","ACD","Animalia","Cnidaria","Hexacorallia","Scleractinia","Acroporidae","Acropora","sp.","Acropora sp.","Genus",205469
1276,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,140,73,2224,53,1734,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
1277,"SB_2","MIS5e","Egypt","El Quseir","Sharm el Bahari","06/11/2019",25.866694,34.420361,35,73,2224,53,1734,NA,"Shallow reef slope","CM","Animalia","Cnidaria","Hexacorallia","Scleractinia","Poritidae","Porites","sp.","Porites sp.","Genus",206485
